Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Serbia,SRB,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,97.8909813,97.88201481,97.87304831,97.86408182,97.85511532,97.84614883,97.83718233,97.82821584,97.81924934,97.81028284,97.80131635,97.79234985,97.78338336,97.77441686,97.76545037,97.75648387
Sub-Saharan Africa (excluding high income),SSA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,39.09231779,39.25549124,39.42210731,39.57070639,39.71598088,39.91278781,40.10319168,40.29333918,40.47308689,40.65609355,40.843435,40.91070802,41.12036484,41.32658829,41.53310065,41.73558178
South Sudan,SSD,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,19.21317744,21.29917383,23.38517022,25.47116661,27.55716299
Sub-Saharan Africa,SSF,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,39.09231779,39.25549124,39.42210731,39.57070639,39.71598088,39.91278781,40.10319168,40.29333918,40.47308689,40.65609355,40.843435,40.91070802,41.12036484,41.32658829,41.53310065,41.73558178
Small states,SST,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,71.65762364,71.65037536,71.2096856,71.13166708,71.065282,71.01610667,71.62744662,72.08014014,72.04591463,72.00073733,71.94349941,71.87978976,71.8264145,71.75741681,71.6598379,71.547164
Sao Tome and Principe,STP,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,26.11720093,27.48161277,28.84602461,30.21043645,31.57484829,32.93926013,34.30367198,35.66808382,37.03249566,38.3969075,39.76131934,41.12573118,42.49014302,43.85455486,45.2189667,46.58337854
Suriname,SUR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,89.75165624,89.63821886,89.52478148,89.41134409,89.29790671,89.18446933,89.07103195,88.95759457,88.84415719,88.73071981,88.61728242,88.50384504,88.39040766,88.39040766,88.39040766,88.39040766
Slovak Republic,SVK,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.36441719,99.36741546,99.37041372,99.37341199,99.37641026,99.37940852,99.38240679,99.38540506,99.38840332,99.39140159,99.39439985,99.39739812,99.40039639,99.40339465,99.40639292,99.40939118
Slovenia,SVN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104,99.13232104
Sweden,SWE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.24912761,99.24792934,99.24673107
Eswatini,SWZ,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,57.40947395,57.45999366,57.51051338,57.56103309,57.6115528,57.66207252,57.71259223,57.76311195,57.81363166,57.86415138,57.91467109,57.96519081,58.01571052,58.06623024,58.11674995,58.16726966
Sint Maarten (Dutch part),SXM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Seychelles,SYC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,95.87526366,95.86419624,95.85312882,95.8420614,95.83099398,95.81992656,95.80885914,95.79779171,95.78672429,95.77565687,95.76458945,95.75352203,95.74245461,95.74245461,95.74245461,95.74245461
Turks and Caicos Islands,TCA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Chad,TCD,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,23.01609892,23.65042989,24.28476086,24.91909184,25.55342281,26.18775378,26.82208475,27.45641572,28.09074669,28.72507766,29.35940863,29.9937396,30.62807057,31.26240154,31.89673251,32.53106348
East Asia & Pacific (IDA & IBRD countries),TEA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,76.27538472,76.87158502,77.45960059,78.05515191,78.65097726,79.24760188,79.84446911,80.44130773,81.03859556,81.63609097,82.23452575,82.8296964,83.42464373,84.01985997,84.61560502,85.20947762
Europe & Central Asia (IDA & IBRD countries),TEC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.71652775,93.73931504,93.88282449,94.03188004,94.18773643,94.35196186,94.46651376,94.61730253,94.76687798,94.92131154,95.0825159,95.24568802,95.4080111,95.57365124,95.74380969,95.77326364
Togo,TGO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,24.54676671,24.78350742,25.02024814,25.25698885,25.49372956,25.73047027,25.96721099,26.2039517,26.44069241,26.67743312,26.91417384,27.15091455,27.38765526,27.62439597,27.86113669,28.0978774
Thailand,THA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.76702104,93.78178821,93.79655941,93.79851767,93.80047358,93.8024295,93.80438542,93.80634134,93.80829726,93.81025318,93.81220909,93.81416501,93.81612093,93.81807685,93.82003277,93.82198869
Tajikistan,TJK,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.20150159,92.33071452,92.45992745,92.58914037,92.7183533,92.84756623,92.97677916,93.10599209,93.23520501,93.36441794,93.49363087,93.6228438,93.75205673,93.88126965,94.01048258,94.01048258
Turkmenistan,TKM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,93.86017599,93.89910721,93.93803842,93.97696963,94.01590084,94.05483206,94.09376327,94.13269448,94.1716257,94.21055691,94.24948812,94.28841933,94.32735055,94.36628176,94.40521297,94.42840577
Latin America & the Caribbean (IDA & IBRD countries),TLA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,84.07119088,84.46461224,84.85719886,85.25173425,85.65512788,86.06039835,86.46592231,86.87171887,87.27837903,87.68393175,88.08667078,88.48915567,88.89137032,89.29012968,89.6686424,90.03028034
Timor-Leste,TLS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,54.36506766,55.76085054,57.15663341,58.55241629,59.94819917,61.34398205,62.73976493,64.1355478,65.53133068,66.92711356,68.32289644,69.71867932,71.1144622,72.51024507
Middle East & North Africa (IDA & IBRD countries),TMN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,91.68719596,91.70057846,91.71387973,91.74317158,91.77169697,91.79907303,91.82974849,91.86137854,91.89241925,91.92112115,91.94521054,91.95903124,91.96941856,91.9792503,91.98343521,91.98621711
Tonga,TON,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,98.88728279,98.88728279,98.88728279,98.88728279,98.88728279,98.65851521,98.42974762,98.20098004,97.97221246,97.74344487,97.51467729,97.2859097,97.05714212,96.82837454,96.59960695,96.59960695
South Asia (IDA & IBRD),TSA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,51.9883544,52.84796768,53.72203132,54.59720118,55.47460706,56.35521809,57.2394924,58.1266887,59.01605663,59.90641865,60.79687963,61.68724033,62.57782471,63.46948719,64.36217207,65.25600523
Sub-Saharan Africa (IDA & IBRD countries),TSS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,39.09231779,39.25549124,39.42210731,39.57070639,39.71598088,39.91278781,40.10319168,40.29333918,40.47308689,40.65609355,40.843435,40.91070802,41.12036484,41.32658829,41.53310065,41.73558178
Trinidad and Tobago,TTO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Tunisia,TUN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,94.27479468,94.55062026,94.82644584,95.10227142,95.37809699,95.65392257,95.92974815,96.20557373,96.48139931,96.75722489,97.03305047,97.30887605,97.58470163,97.86052721,98.06358007,98.06358007
Turkey,TUR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,89.58962706,89.58962706,90.31512759,91.04062811,91.76612864,92.49162916,93.21712969,93.94263021,94.66813073,95.39363126,96.11913178,96.84463231,97.57013283,98.29563336,99.02113388,99.02974516
Tuvalu,TUV,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,94.02748889,94.02748889,94.02748889,94.02748889,94.02748889,93.76774444,93.508,93.24825556,92.98851111,92.72876667,92.46902222,92.20927778,91.94953333,91.68978889,91.68978889
Tanzania,TZA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,11.52740638,13.23903173,14.95065707,16.66228242,18.37390776,20.0855331,21.79715845,23.50878379,25.22040914,26.93203448,28.64365982,30.35528517,32.06691051,33.77853586,35.4901612,37.20178654
Uganda,UGA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,28.62464404,28.59928857,28.57393309,28.54857761,28.52322214,28.49786666,28.47251119,28.44715571,28.42180024,28.39644476,28.37108928,28.34573381,28.32037833,28.29502286,28.26966738,28.24431191
Ukraine,UKR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,97.09434096,97.11482322,97.13530548,97.15578774,97.17627,97.19675226,97.21723452,97.23771678,97.25819904,97.2786813,97.29916356,97.31964582,97.34012808,97.36061034,97.38109261,97.38109261
Upper middle income,UMC,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,82.91412117,83.24033331,83.59418172,83.9568798,84.32798296,84.70737166,85.1691742,85.56119237,85.95968139,86.36569938,86.77591046,87.19079245,87.61014598,88.03265509,88.44985568,88.84156899
Uruguay,URY,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,94.91609135,94.91609135,94.91609135,94.91609135,94.91609135,94.9887403,95.06138925,95.13403819,95.20668714,95.27933608,95.35198503,95.42463398,95.49728292,95.56993187,95.64258081,95.71522976
United States,USA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601,99.98915601
Uzbekistan,UZB,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,96.84398532,97.35428309,97.86458086,98.37487862,98.88517639,99.39547416,99.90577193,100,100,100,100,100,100,100,100,100
St. Vincent and the Grenadines,VCT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,92.03636724,92.4755888,92.91481036,93.35403191,93.79325347,94.23247503,94.67169658,95.11091814,95.5501397,95.98936125,96.42858281,96.86780437,97.30702592,97.73956526,97.73956526,97.73956526
British Virgin Islands,VGB,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
Vietnam,VNM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,82.16958913,82.75736735,83.34514557,83.93292379,84.52070201,85.10848023,85.69625845,86.28403667,86.87181489,87.45959311,88.04737133,88.63514955,89.22292777,89.81070599,90.39848421,90.98626243
Vanuatu,VUT,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681,61.43279681
World,WLD,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,78.2676372,78.45014626,78.66426119,78.86446214,79.07643615,79.30236942,79.84928479,80.08872964,80.3236469,80.56061675,80.79833904,80.99428169,81.23444212,81.47755358,81.72122049,81.954967
Samoa,WSM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.4883674,99.4883674,99.4883674,99.4883674,99.4883674,99.36517912,99.24199084,99.11880257,98.99561429,98.87242601,98.74923773,98.62604945,98.50286118,98.3796729,98.25648462,98.13329634
Kosovo,XKX,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,83.82725827,83.82725827,83.82725827,84.29688473,84.76651118,85.23613763,85.70576408,86.17539053,86.64501699,87.11464344,87.58426989,88.05389634,88.52352279,88.99314925,89.4627757,89.93240215
South Africa,ZAF,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,70.61104825,70.94028961,71.26953098,71.59877234,71.9280137,72.25725506,72.58649642,72.91573778,73.24497915,73.57422051,73.90346187,74.23270323,74.56194459,74.89118595,75.22042732,75.54966868
Zambia,ZMB,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,50.90867215,50.7811243,50.65357645,50.5260286,50.39848076,50.27093291,50.14338506,50.01583722,49.88828937,49.76074152,49.63319367,49.50564583,49.37809798,49.25055013,49.12300229,48.99545444
Zimbabwe,ZWE,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,53.61958877,53.61958877,53.64198724,53.66438572,53.68678419,53.70918266,53.73158114,53.75397961,53.77637808,53.79877655,53.82117503,53.8435735,53.86597197,53.88837045,53.91076892,53.93316739
